タイトル,年月,サービス終了日,売上予測（円）
幻想神域2 -AURA KINGDOM-,2023/03,2023/11/23,1890000
幻想神域2 -AURA KINGDOM-,2023/02,2023/11/23,2220000
幻想神域2 -AURA KINGDOM-,2023/01,2023/11/23,4740000
ひぐらしのなく頃に 命,2020/12,2025/02/27,34050000
ひぐらしのなく頃に 命,2020/11,2025/02/27,33510000
ひぐらしのなく頃に 命,2020/10,2025/02/27,53270000
ひぐらしのなく頃に 命,2020/09,2025/02/27,101000000
ひぐらしのなく頃に 命,2021/12,2025/02/27,55830000
ひぐらしのなく頃に 命,2021/11,2025/02/27,47970000
ひぐらしのなく頃に 命,2021/10,2025/02/27,52640000
ひぐらしのなく頃に 命,2021/09,2025/02/27,52980000
ひぐらしのなく頃に 命,2021/08,2025/02/27,53670000
ひぐらしのなく頃に 命,2021/07,2025/02/27,72820000
ひぐらしのなく頃に 命,2021/06,2025/02/27,38690000
ひぐらしのなく頃に 命,2021/05,2025/02/27,52700000
ひぐらしのなく頃に 命,2021/04,2025/02/27,54330000
ひぐらしのなく頃に 命,2021/03,2025/02/27,44240000
ひぐらしのなく頃に 命,2021/02,2025/02/27,27920000
ひぐらしのなく頃に 命,2021/01,2025/02/27,24080000
ひぐらしのなく頃に 命,2022/12,2025/02/27,38670000
ひぐらしのなく頃に 命,2022/11,2025/02/27,33730000
ひぐらしのなく頃に 命,2022/10,2025/02/27,39430000
ひぐらしのなく頃に 命,2022/09,2025/02/27,56860000
ひぐらしのなく頃に 命,2022/08,2025/02/27,41760000
ひぐらしのなく頃に 命,2022/07,2025/02/27,52740000
ひぐらしのなく頃に 命,2022/06,2025/02/27,50810000
ひぐらしのなく頃に 命,2022/05,2025/02/27,50540000
ひぐらしのなく頃に 命,2022/04,2025/02/27,49630000
ひぐらしのなく頃に 命,2022/03,2025/02/27,63250000
ひぐらしのなく頃に 命,2022/02,2025/02/27,39920000
ひぐらしのなく頃に 命,2022/01,2025/02/27,60740000
ひぐらしのなく頃に 命,2023/12,2025/02/27,20910000
ひぐらしのなく頃に 命,2023/11,2025/02/27,14020000
ひぐらしのなく頃に 命,2023/10,2025/02/27,24970000
ひぐらしのなく頃に 命,2023/09,2025/02/27,38490000
ひぐらしのなく頃に 命,2023/08,2025/02/27,30430000
ひぐらしのなく頃に 命,2023/07,2025/02/27,31850000
ひぐらしのなく頃に 命,2023/06,2025/02/27,28160000
ひぐらしのなく頃に 命,2023/05,2025/02/27,33030000
ひぐらしのなく頃に 命,2023/04,2025/02/27,35730000
ひぐらしのなく頃に 命,2023/03,2025/02/27,41250000
ひぐらしのなく頃に 命,2023/02,2025/02/27,32240000
ひぐらしのなく頃に 命,2023/01,2025/02/27,31540000
ひぐらしのなく頃に 命,2024/12,2025/02/27,20060000
ひぐらしのなく頃に 命,2024/11,2025/02/27,24520000
ひぐらしのなく頃に 命,2024/10,2025/02/27,19620000
ひぐらしのなく頃に 命,2024/09,2025/02/27,28560000
ひぐらしのなく頃に 命,2024/08,2025/02/27,24340000
ひぐらしのなく頃に 命,2024/07,2025/02/27,23590000
ひぐらしのなく頃に 命,2024/06,2025/02/27,22610000
ひぐらしのなく頃に 命,2024/05,2025/02/27,24580000
ひぐらしのなく頃に 命,2024/04,2025/02/27,29830000
ひぐらしのなく頃に 命,2024/03,2025/02/27,22490000
ひぐらしのなく頃に 命,2024/02,2025/02/27,22950000
ひぐらしのなく頃に 命,2024/01,2025/02/27,32020000
ひぐらしのなく頃に 命,2025/01,2025/02/27,7810000
V4,2020/12,2023/04/26,153000000
V4,2020/11,2023/04/26,167000000
V4,2020/10,2023/04/26,235000000
V4,2020/09,2023/04/26,99160000
V4,2021/12,2023/04/26,66800000
V4,2021/11,2023/04/26,66310000
V4,2021/10,2023/04/26,76060000
V4,2021/09,2023/04/26,49690000
V4,2021/08,2023/04/26,80920000
V4,2021/07,2023/04/26,75780000
V4,2021/06,2023/04/26,73800000
V4,2021/05,2023/04/26,85590000
V4,2021/04,2023/04/26,97010000
V4,2021/03,2023/04/26,105000000
V4,2021/02,2023/04/26,85130000
V4,2021/01,2023/04/26,104000000
V4,2022/12,2023/04/26,34360000
V4,2022/11,2023/04/26,38220000
V4,2022/10,2023/04/26,43250000
V4,2022/09,2023/04/26,37750000
V4,2022/08,2023/04/26,38500000
V4,2022/07,2023/04/26,41260000
V4,2022/06,2023/04/26,46590000
V4,2022/05,2023/04/26,48990000
V4,2022/04,2023/04/26,54430000
V4,2022/03,2023/04/26,57620000
V4,2022/02,2023/04/26,58360000
V4,2022/01,2023/04/26,71730000
V4,2023/02,2023/04/26,4350000
V4,2023/01,2023/04/26,33210000
終末のアーカーシャ,2021/12,2022/02/14,470000
終末のアーカーシャ,2021/11,2022/02/14,2930000
終末のアーカーシャ,2021/10,2022/02/14,16090000
終末のアーカーシャ,2021/09,2022/02/14,55010000
終末のアーカーシャ,2021/08,2022/02/14,117000000
終末のアーカーシャ,2021/07,2022/02/14,12080000
アイコイノート,2020/12,2022/04/30,1110000
アイコイノート,2020/11,2022/04/30,180000
アイコイノート,2020/10,2022/04/30,1620000
アイコイノート,2020/09,2022/04/30,240000
アイコイノート,2020/07,2022/04/30,1220000
アイコイノート,2020/06,2022/04/30,3180000
アイコイノート,2020/05,2022/04/30,14710000
アイコイノート,2020/04,2022/04/30,1690000
アイコイノート,2021/11,2022/04/30,1820000
アイコイノート,2021/10,2022/04/30,600000
アイコイノート,2021/04,2022/04/30,720000
アイコイノート,2021/03,2022/04/30,790000
アイコイノート,2022/01,2022/04/30,480000
ステラクロニクル,2020/12,2022/04/29,3730000
ステラクロニクル,2020/11,2022/04/29,9510000
ステラクロニクル,2020/10,2022/04/29,26060000
ステラクロニクル,2020/09,2022/04/29,56910000
ステラクロニクル,2020/08,2022/04/29,171000000
ステラクロニクル,2020/07,2022/04/29,99930000
ステラクロニクル,2021/10,2022/04/29,460000
ステラクロニクル,2021/05,2022/04/29,770000
ステラクロニクル,2021/04,2022/04/29,640000
ステラクロニクル,2021/02,2022/04/29,2490000
ステラクロニクル,2021/01,2022/04/29,4870000
ステラクロニクル,2022/03,2022/04/29,1190000
NieR Recarnation,2021/12,2024/04/30,79310000
NieR Recarnation,2021/11,2024/04/30,101000000
NieR Recarnation,2021/10,2024/04/30,140000000
NieR Recarnation,2021/09,2024/04/30,164000000
NieR Recarnation,2021/08,2024/04/30,315000000
NieR Recarnation,2021/07,2024/04/30,174000000
NieR Recarnation,2021/06,2024/04/30,200000000
NieR Recarnation,2021/05,2024/04/30,393000000
NieR Recarnation,2021/04,2024/04/30,412000000
NieR Recarnation,2021/03,2024/04/30,532000000
NieR Recarnation,2021/02,2024/04/30,1119000000
NieR Recarnation,2022/12,2024/04/30,74850000
NieR Recarnation,2022/11,2024/04/30,87160000
NieR Recarnation,2022/10,2024/04/30,80190000
NieR Recarnation,2022/09,2024/04/30,126000000
NieR Recarnation,2022/08,2024/04/30,119000000
NieR Recarnation,2022/07,2024/04/30,107000000
NieR Recarnation,2022/06,2024/04/30,79970000
NieR Recarnation,2022/05,2024/04/30,141000000
NieR Recarnation,2022/04,2024/04/30,82850000
NieR Recarnation,2022/03,2024/04/30,88750000
NieR Recarnation,2022/02,2024/04/30,106000000
NieR Recarnation,2022/01,2024/04/30,154000000
NieR Recarnation,2023/12,2024/04/30,35800000
NieR Recarnation,2023/11,2024/04/30,42620000
NieR Recarnation,2023/10,2024/04/30,49500000
NieR Recarnation,2023/09,2024/04/30,60740000
NieR Recarnation,2023/08,2024/04/30,70750000
NieR Recarnation,2023/07,2024/04/30,55210000
NieR Recarnation,2023/06,2024/04/30,64950000
NieR Recarnation,2023/05,2024/04/30,63650000
NieR Recarnation,2023/04,2024/04/30,120000000
NieR Recarnation,2023/03,2024/04/30,81280000
NieR Recarnation,2023/02,2024/04/30,79950000
NieR Recarnation,2023/01,2024/04/30,80320000
NieR Recarnation,2024/01,2024/04/30,34700000
Re：ゼロから始める異世界生活 リゼロス,2020/12,2023/05/12,326000000
Re：ゼロから始める異世界生活 リゼロス,2020/11,2023/05/12,249000000
Re：ゼロから始める異世界生活 リゼロス,2020/10,2023/05/12,728000000
Re：ゼロから始める異世界生活 リゼロス,2020/09,2023/05/12,599000000
Re：ゼロから始める異世界生活 リゼロス,2021/12,2023/05/12,125000000
Re：ゼロから始める異世界生活 リゼロス,2021/11,2023/05/12,126000000
Re：ゼロから始める異世界生活 リゼロス,2021/10,2023/05/12,180000000
Re：ゼロから始める異世界生活 リゼロス,2021/09,2023/05/12,223000000
Re：ゼロから始める異世界生活 リゼロス,2021/08,2023/05/12,283000000
Re：ゼロから始める異世界生活 リゼロス,2021/07,2023/05/12,99400000
Re：ゼロから始める異世界生活 リゼロス,2021/06,2023/05/12,141000000
Re：ゼロから始める異世界生活 リゼロス,2021/05,2023/05/12,143000000
Re：ゼロから始める異世界生活 リゼロス,2021/04,2023/05/12,154000000
Re：ゼロから始める異世界生活 リゼロス,2021/03,2023/05/12,173000000
Re：ゼロから始める異世界生活 リゼロス,2021/02,2023/05/12,285000000
Re：ゼロから始める異世界生活 リゼロス,2021/01,2023/05/12,228000000
Re：ゼロから始める異世界生活 リゼロス,2022/12,2023/05/12,121000000
Re：ゼロから始める異世界生活 リゼロス,2022/11,2023/05/12,90860000
Re：ゼロから始める異世界生活 リゼロス,2022/10,2023/05/12,121000000
Re：ゼロから始める異世界生活 リゼロス,2022/09,2023/05/12,165000000
Re：ゼロから始める異世界生活 リゼロス,2022/08,2023/05/12,146000000
Re：ゼロから始める異世界生活 リゼロス,2022/07,2023/05/12,151000000
Re：ゼロから始める異世界生活 リゼロス,2022/06,2023/05/12,158000000
Re：ゼロから始める異世界生活 リゼロス,2022/05,2023/05/12,109000000
Re：ゼロから始める異世界生活 リゼロス,2022/04,2023/05/12,142000000
Re：ゼロから始める異世界生活 リゼロス,2022/03,2023/05/12,224000000
Re：ゼロから始める異世界生活 リゼロス,2022/02,2023/05/12,138000000
Re：ゼロから始める異世界生活 リゼロス,2022/01,2023/05/12,208000000
Re：ゼロから始める異世界生活 リゼロス,2023/03,2023/05/12,17110000
Re：ゼロから始める異世界生活 リゼロス,2023/02,2023/05/12,102000000
Re：ゼロから始める異世界生活 リゼロス,2023/01,2023/05/12,75660000
アンノウンブライド,2020/12,2021/10/28,5190000
アンノウンブライド,2020/11,2021/10/28,1580000
アンノウンブライド,2020/10,2021/10/28,590000
アンノウンブライド,2020/09,2021/10/28,1940000
アンノウンブライド,2020/08,2021/10/28,4850000
アンノウンブライド,2020/07,2021/10/28,8180000
アンノウンブライド,2020/06,2021/10/28,14880000
アンノウンブライド,2021/06,2021/10/28,1300000
アンノウンブライド,2021/04,2021/10/28,2280000
アンノウンブライド,2021/02,2021/10/28,4630000
アンノウンブライド,2021/01,2021/10/28,1410000
ガールズシンフォニー：Ec 〜新世界少女組曲〜,2020/12,2021/07/29,6010000
ガールズシンフォニー：Ec 〜新世界少女組曲〜,2020/11,2021/07/29,1530000
ガールズシンフォニー：Ec 〜新世界少女組曲〜,2021/06,2021/07/29,850000
ガールズシンフォニー：Ec 〜新世界少女組曲〜,2021/02,2021/07/29,690000
ガールズシンフォニー：Ec 〜新世界少女組曲〜,2021/01,2021/07/29,1600000
食物語,2020/12,2023/04/17,78180000
食物語,2020/11,2023/04/17,118000000
食物語,2021/12,2023/04/17,8100000
食物語,2021/11,2023/04/17,21680000
食物語,2021/10,2023/04/17,32710000
食物語,2021/09,2023/04/17,2690000
食物語,2021/08,2023/04/17,24460000
食物語,2021/07,2023/04/17,37020000
食物語,2021/06,2023/04/17,15860000
食物語,2021/05,2023/04/17,33000000
食物語,2021/04,2023/04/17,43870000
食物語,2021/03,2023/04/17,43320000
食物語,2021/02,2023/04/17,66500000
食物語,2021/01,2023/04/17,49000000
食物語,2022/11,2023/04/17,9080000
食物語,2022/09,2023/04/17,1680000
食物語,2022/08,2023/04/17,9330000
食物語,2022/07,2023/04/17,2430000
食物語,2022/06,2023/04/17,2550000
食物語,2022/05,2023/04/17,4960000
食物語,2022/04,2023/04/17,6310000
食物語,2022/03,2023/04/17,4270000
食物語,2022/02,2023/04/17,1400000
食物語,2022/01,2023/04/17,10460000
メガミヒストリア,2020/12,2023/08/14,34910000
メガミヒストリア,2020/11,2023/08/14,39370000
メガミヒストリア,2020/10,2023/08/14,68920000
メガミヒストリア,2020/09,2023/08/14,213000000
メガミヒストリア,2020/08,2023/08/14,45600000
メガミヒストリア,2021/12,2023/08/14,19410000
メガミヒストリア,2021/11,2023/08/14,15570000
メガミヒストリア,2021/10,2023/08/14,19250000
メガミヒストリア,2021/08,2023/08/14,7570000
メガミヒストリア,2021/07,2023/08/14,4090000
メガミヒストリア,2021/06,2023/08/14,6840000
メガミヒストリア,2021/05,2023/08/14,3670000
メガミヒストリア,2021/04,2023/08/14,9040000
メガミヒストリア,2021/03,2023/08/14,8840000
メガミヒストリア,2021/02,2023/08/14,16700000
メガミヒストリア,2021/01,2023/08/14,15620000
メガミヒストリア,2022/12,2023/08/14,4960000
メガミヒストリア,2022/11,2023/08/14,4360000
メガミヒストリア,2022/10,2023/08/14,6550000
メガミヒストリア,2022/09,2023/08/14,2150000
メガミヒストリア,2022/08,2023/08/14,3960000
メガミヒストリア,2022/07,2023/08/14,5940000
メガミヒストリア,2022/06,2023/08/14,6180000
メガミヒストリア,2022/05,2023/08/14,10790000
メガミヒストリア,2022/04,2023/08/14,7660000
メガミヒストリア,2022/03,2023/08/14,12020000
メガミヒストリア,2022/02,2023/08/14,12630000
メガミヒストリア,2022/01,2023/08/14,14240000
メガミヒストリア,2023/05,2023/08/14,2080000
メガミヒストリア,2023/03,2023/08/14,3320000
メガミヒストリア,2023/02,2023/08/14,1300000
メガミヒストリア,2023/01,2023/08/14,2730000
ルミア サガ-ちび萌え自由大冒険,2020/12,2022/01/22,11510000
ルミア サガ-ちび萌え自由大冒険,2020/11,2022/01/22,23110000
ルミア サガ-ちび萌え自由大冒険,2020/10,2022/01/22,28960000
ルミア サガ-ちび萌え自由大冒険,2020/09,2022/01/22,57040000
ルミア サガ-ちび萌え自由大冒険,2020/08,2022/01/22,7080000
ルミア サガ-ちび萌え自由大冒険,2021/11,2022/01/22,380000
ルミア サガ-ちび萌え自由大冒険,2021/10,2022/01/22,780000
ルミア サガ-ちび萌え自由大冒険,2021/04,2022/01/22,2150000
ルミア サガ-ちび萌え自由大冒険,2021/03,2022/01/22,1380000
ルミア サガ-ちび萌え自由大冒険,2021/02,2022/01/22,3020000
ルミア サガ-ちび萌え自由大冒険,2021/01,2022/01/22,2150000
ブラック・サージナイト,2021/12,2022/06/30,19130000
ブラック・サージナイト,2021/11,2022/06/30,29390000
ブラック・サージナイト,2021/10,2022/06/30,30270000
ブラック・サージナイト,2021/09,2022/06/30,33760000
ブラック・サージナイト,2021/08,2022/06/30,38240000
ブラック・サージナイト,2021/07,2022/06/30,77680000
ブラック・サージナイト,2021/06,2022/06/30,183000000
ブラック・サージナイト,2021/05,2022/06/30,128000000
ブラック・サージナイト,2022/04,2022/06/30,2410000
ブラック・サージナイト,2022/03,2022/06/30,7340000
ブラック・サージナイト,2022/02,2022/06/30,8560000
ブラック・サージナイト,2022/01,2022/06/30,16700000
フィーバーダンク,2020/12,2021/12/31,1230000
フィーバーダンク,2020/11,2021/12/31,1430000
フィーバーダンク,2020/10,2021/12/31,830000
フィーバーダンク,2020/09,2021/12/31,3770000
フィーバーダンク,2020/08,2021/12/31,7270000
フィーバーダンク,2020/07,2021/12/31,10300000
フィーバーダンク,2020/06,2021/12/31,3690000
フィーバーダンク,2021/11,2021/12/31,1300000
フィーバーダンク,2021/10,2021/12/31,5350000
フィーバーダンク,2021/06,2021/12/31,720000
フィーバーダンク,2021/04,2021/12/31,1320000
フィーバーダンク,2021/03,2021/12/31,3410000
フィーバーダンク,2021/02,2021/12/31,2400000
フィーバーダンク,2021/01,2021/12/31,930000
HoneyWorks Premium Live,2020/12,2023/03/31,125000000
HoneyWorks Premium Live,2020/11,2023/03/31,80800000
HoneyWorks Premium Live,2021/12,2023/03/31,50430000
HoneyWorks Premium Live,2021/11,2023/03/31,62480000
HoneyWorks Premium Live,2021/10,2023/03/31,44870000
HoneyWorks Premium Live,2021/09,2023/03/31,13740000
HoneyWorks Premium Live,2021/08,2023/03/31,28560000
HoneyWorks Premium Live,2021/07,2023/03/31,30150000
